acm_first(value)	dblp_first(value)
"#*Preserving mapping consistency under schema changes #@Yannis Velegrakis, J. Miller, Lucian Popa #t2004 #cThe VLDB Journal — The International Journal on Very Large Data Bases #index5390975920f70186a0dfe099 #%5390878720f70186a0d34b04 #%539087cf20f70186a0d5d5ee #%539087d420f70186a0d5df27 #%539087d920f70186a0d60e4e #%539087dd20f70186a0d6449a #%539087e720f70186a0d69363 #%539087ef20f70186a0d6c233 #%539087f320f70186a0d6f87a #%539087f820f70186a0d72ce8 #%5390880220f70186a0d75e7e #%5390880720f70186a0d7990e #%5390881720f70186a0d80628 #%5390882420f70186a0d890a6 #%539089d220f70186a0d9a944 #%539089d220f70186a0d9abde #%53908a5820f70186a0da0c3c #%53908a9620f70186a0da472c #%53908a9620f70186a0da4915 #%53908a9620f70186a0da492b #%53908a9620f70186a0da4eae #%53908a9620f70186a0da4e29 #%53908a9620f70186a0da4eea #%53908a9720f70186a0da6856 #%53908b4920f70186a0dbb0b1 #%53908d6520f70186a0dd1a05 #%5390981d20f70186a0e049a3 #%5390990f20f70186a0e0f8ab #%53909f6920f70186a0e3a9cb #%53909f6920f70186a0e3a995 #%53909f8c20f70186a0e3fe54 #%5390a96e20f70186a0ea2fc4 #!In dynamic environments like the Web, data sources may change not only their data but also their schemas, their semantics, and their query capabilities. When a mapping is left inconsistent by a schema change, it has to be detected and updated. We present a novel framework and a tool (ToMAS) for automatically adapting (rewriting) mappings as schemas evolve. Our approach considers not only local changes to a schema but also changes that may affect and transform many components of a schema. Our algorithm detects mappings affected by structural or constraint changes and generates all the rewritings that are consistent with the semantics of the changed schemas. Our approach explicitly models mapping choices made by a user and maintains these choices, whenever possible, as the schemas and mappings evolve. When there is more than one candidate rewriting, the algorithm may rank them based on how close they are to the semantics of the existing mappings."	#*Preserving mapping consistency under schema changes. #@Yannis Velegrakis, Renée J. Miller, Lucian Popa #t2004 #cVLDB J. #index53e99f18b7602d97027e30cd #%53e9ad68b7602d97037528fa #%53e9a208b7602d9702b0aae2 #%53e9abe0b7602d970359d1fe #%53e9b55eb7602d9704098260 #%53e99803b7602d9702014841 #%53e99ffcb7602d97028dc7ff #%53e9a099b7602d97029829c3 #%53e9ab89b7602d9703535e2f #%53e9a914b7602d9703264c16 #%53e9b4d4b7602d9703ff2ce5 #%53e9a922b7602d9703275cf9 #%53e9a9beb7602d970331c113 #%53e99d65b7602d970261d59b #%53e999cab7602d970220f707 #%53e9a5dbb7602d9702f06495 #%53e9a609b7602d9702f35f7e #%53e9bdfdb7602d9704aad552 #%53e99ef4b7602d97027c0021 #%53e99e1ab7602d97026dd7ff #%53e9af46b7602d970398382f #%53e9b6d0b7602d9704259b36
"#*CAPE: continuous query engine with heterogeneous-grained adaptivity #@Elke A. Rundensteiner, Luping Ding, Timothy Sutherland, Yali Zhu, Brad Pielech, Nishant Mehta #t2004 #cVLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30 #index53909f8c20f70186a0e4021a #%5390972920f70186a0dfacab #%53908b4920f70186a0dbc86e #%53908d6520f70186a0dd1a0a #%5390958a20f70186a0def8e0 #%539095bb20f70186a0df2238"	#*CAPE: Continuous Query Engine with Heterogeneous-Grained Adaptivity. #@Elke A. Rundensteiner, Luping Ding, Timothy M. Sutherland, Yali Zhu, Bradford Pielech, Nishant K. Mehta #t2004 #cVLDB #index53e9a2fab7602d9702c03daf #%53e9b6f3b7602d9704286156 #%53e9ba28b7602d9704632924 #%53e99f2db7602d97027f8653 #%53e9a91ab7602d970326b94e #%53e9b3b2b7602d9703e97a4e #%53e9b35ab7602d9703e3903b
"#*StreamMiner: a classifier ensemble-based engine to mine concept-drifting data streams #@Wei Fan #t2004 #cVLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30 #index53909f8c20f70186a0e40202 #%5390972920f70186a0dfbe0e #%53909f6920f70186a0e3a97e #%5390881220f70186a0d7e2e8 #%5390881720f70186a0d804c5 #%5390881720f70186a0d804ec #%5390882420f70186a0d89091 #%5390882d20f70186a0d8dac1 #%539089ab20f70186a0d96f60 #%53908b9320f70186a0dc07d2 #%5390958a20f70186a0defdd3 #%5390958a20f70186a0df05cf #%5390a5dc20f70186a0e7e690 #!We demonstrate StreamMiner, a random decision-tree ensemble based engine to mine data streams. A fundamental challenge in data stream mining applications (e.g., credit card transaction authorization, security buy-sell transaction, and phone call records, etc) is concept-drift or the discrepancy between the previously learned model and the true model in the new data. The basic problem is the ability to judiciously select data and adapt the old model to accurately match the changed concept of the data stream. StreamMiner uses several techniques to support mining over data streams with possible concept-drifts. We demonstrate the following two key functionalities of StreamMiner: 1. Detecting possible concept-drift on the fly when the trained streaming model is used to classify incoming data streams without knowing the ground truth. 2. Systematic data selection of old data and new data chunks to compute the optimal model that best fits on the changing data streams."	#*StreamMiner: A Classifier Ensemble-based Engine to Mine Concept-drifting Data Streams. #@Wei Fan #t2004 #cVLDB #index53e9b52db7602d970406711c #%53e9b6f3b7602d9704286156 #%53e9b023b7602d9703a7cdff #%53e99946b7602d970218402a #%53e9b607b7602d970415da68 #%53e99fddb7602d97028b9693 #%53e9ac7bb7602d97036524b7 #%53e99809b7602d9702020cce #%53e9a4e4b7602d9702e026eb #%53e9b1b7b7602d9703c483e8 #%53e9a10eb7602d97029fce29 #%53e99c29b7602d97024d83cf #%53e9aecbb7602d97038f4017
"#*False positive or false negative: mining frequent itemsets from high speed transactional data streams #@Jeffery Xu Yu, Zhihong Chong, Hongjun Lu, Aoying Zhou #t2004 #cVLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30 #index53909f8c20f70186a0e4019f #%53909f6920f70186a0e3a980 #%5390877920f70186a0d2cfb0 #%5390877920f70186a0d2d58e #%539087d920f70186a0d60eb6 #%5390882420f70186a0d894b2 #%53908a9620f70186a0da4bb0 #%53908aac20f70186a0da791c #%53908b4920f70186a0dbbf8e #%53908b9320f70186a0dc079b #%53908d6520f70186a0dd1a09 #%53908a9620f70186a0da4d99 #%53908b1820f70186a0db523c #!The problem of finding frequent items has been recently studied over high speed data streams. However, mining frequent itemsets from transactional data streams has not been well addressed yet in terms of its bounds of memory consumption. The main difficulty is due to the nature of the exponential explosion of itemsets. Given a domain of I unique items, the possible number of itemsets can be up to 2I - 1. When the length of data streams approaches to a very large number N, the possibility of an itemset to be frequent becomes larger and difficult to track with limited memory. However, the real killer of effective frequent itemset mining is that most of existing algorithms are false-positive oriented. That is, they control memory consumption in the counting processes by an error parameter ε, and allow items with support below the specified minimum support s but above s-ε counted as frequent ones. Such false-positive items increase the number of false-positive frequent itemsets exponentially, which may make the problem computationally intractable with bounded memory consumption. In this paper, we developed algorithms that can effectively mine frequent item(set)s from high speed transactional data streams with a bound of memory consumption. While our algorithms are false-negative oriented, that is, certain frequent itemsets may not appear in the results, the number of false-negative itemsets can be controlled by a predefined parameter so that desired recall rate of frequent itemsets can be guaranteed. We developed algorithms based on Chernoff bound. Our extensive experimental studies show that the proposed algorithms have high accuracy, require less memory, and consume less CPU time. They significantly outperform the existing false-positive algorithms."	#*False Positive or False Negative: Mining Frequent Itemsets from High Speed Transactional Data Streams. #@Jeffrey Xu Yu, Zhihong Chong, Hongjun Lu, Aoying Zhou #t2004 #cVLDB #index53e99cafb7602d970255fcd5 #%53e9b6f3b7602d9704286156 #%53e9ad98b7602d9703792b86 #%53e9bba8b7602d97047f490b #%53e9abb1b7602d970355bf0d #%53e9aab0b7602d97034285b3 #%53e9b102b7602d9703b803ea #%53e9a824b7602d9703169bd6 #%53e9b666b7602d97041c91e2 #%53e9b954b7602d970453d01f #%53e9b1c3b7602d9703c55a60
"#*COMPASS: a concept-based web search engine for HTML, XML, and deep web data #@Jens Graupmann, Michael Biwer, Christian Zimmer, Patrick Zimmer, Matthias Bender, Martin Theobald, Gerhard Weikum #t2004 #cVLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30 #index53909f8c20f70186a0e40210 #%53909f8c20f70186a0e3fe41 #%5390882d20f70186a0d8dae4 #%53908a4020f70186a0d9f3e3 #%53908a9620f70186a0da492e #%53908d6520f70186a0dd19f6"	#*COMPASS: A Concept-based Web Search Engine for HTML, XML, and Deep Web Data. #@Jens Graupmann, Michael Biwer, Christian Zimmer, Patrick Zimmer, Matthias Bender, Martin Theobald, Gerhard Weikum #t2004 #cVLDB #index53e9a4dcb7602d9702dfb89b #%53e9b6f3b7602d9704286156 #%53e99dabb7602d97026695ad #%53e99fefb7602d97028cd30e #%53e9a1c3b7602d9702abdc4a #%53e9a689b7602d9702fbae9b
"#*An electronic patient record \"on steroids\": distributed, peer-to-peer, secure and privacy-conscious #@Serge Abiteboul, Bogdan Alexe, Omar Benjelloun, Bogdan Cautis, Irini Fundulaki, Tova Milo, Arnaud Sahuguet #t2004 #cVLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30 #index53909f8c20f70186a0e40206 #%5390972920f70186a0dfac9a #%5390972920f70186a0dfacf1 #%53909f6920f70186a0e3a96f #%53909f6920f70186a0e3a9ca #%53909f8c20f70186a0e3fe83 #%53909f8c20f70186a0e3fe8b #%5390881720f70186a0d80cbc #%5390882420f70186a0d893ed #%53908d6520f70186a0dd1a0d"	"#*An Electronic Patient Record \"on Steroids\": Distributed, Peer-to-Peer, Secure and Privacy-conscious. #@Serge Abiteboul, Bogdan Alexe, Omar Benjelloun, Bogdan Cautis, Irini Fundulaki, Tova Milo, Arnaud Sahuguet #t2004 #cVLDB #index53e9b9d3b7602d97045ca75d #%53e9b6f3b7602d9704286156 #%53e9999eb7602d97021e6077 #%53e9a62fb7602d9702f5fa04 #%53e9af12b7602d970394ca6e #%53e99a35b7602d97022963e6 #%53e99894b7602d97020d08a1 #%53e9a1fab7602d9702afc679 #%53e9a4e4b7602d9702e05704"
"#*An injection with tree awareness: adding staircase join to postgreSQL #@Sabine Mayer, Torsten Grust, Maurice van Keulen, Jens Teubner #t2004 #cVLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30 #index53909f8c20f70186a0e4020e #%53909f8c20f70186a0e3fe4f #%5390882d20f70186a0d8daab"	#*An Injection of Tree Awareness: Adding Staircase Join to PostgreSQL. #@Sabine Mayer, Torsten Grust, Maurice van Keulen, Jens Teubner #t2004 #cVLDB #index53e9a44fb7602d9702d6cd99 #%53e9b6f3b7602d9704286156
"#*Hos-Miner: a system for detecting outlyting subspaces of high-dimensional data #@Ji Zhang, Meng Lou, Tok Wang Ling, Hai Wang #t2004 #cVLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30 #index53909f8c20f70186a0e40204 #%5390880220f70186a0d75f14 #%5390881220f70186a0d7e2e6 #%5390881720f70186a0d804de #%53908a7420f70186a0da45cd #%53908a7420f70186a0da4690 #%53908a9620f70186a0da4e4a #%5390880220f70186a0d75ee5 #!We identify a new and interesting high-dimensional outlier detection problem in this paper, that is, detecting the subspaces in which given data points are outliers. We call the subspaces in which a data point is an outlier as its Outlying Subspaces. In this paper, we will propose the prototype of a dynamic subspace search system, called HOS-Miner (HOS stands for High-dimensional Outlying Subspaces), that utilizes a sample-based learning process to effectively identify the outlying subspaces of a given point."	#*HOS-Miner: A System for Detecting Outlying Subspaces of High-dimensional Data. #@Ji Zhang, Meng Lou, Tok Wang Ling, Hai H. Wang #t2004 #cVLDB #index53e99f57b7602d9702828e37 #%53e9b6f3b7602d9704286156 #%53e9bc26b7602d970489015d #%53e99bc6b7602d97024712de #%53e9a074b7602d970295e95e
"#*Database architectures for new hardware #@Anastassia Ailamaki #t2004 #cVLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30 #index53909f8c20f70186a0e401fb #!Thirty years ago, DBMS stored data on disks and cached recently used data in main memory buffer pools, while designers worried about improving I/O performance and maximizing main memory utilization. Today, however, databases live in multi-level memory hierarchies that include disks, main memories, and several levels of processor caches. Four (often correlated) factors have shifted the performance bottleneck of data-intensive commercial workloads from I/O to the processor and memory subsystem. First, storage systems are becoming faster and more intelligent (now disks come complete with their own processors and caches). Second, modern database storage managers aggressively improve locality through clustering, hide I/O latencies using prefetching, and parallelize disk accesses using data striping. Third, main memories have become much larger and often hold the application's working set. Finally, the increasing memory/processor speed gap has pronounced the importance of processor caches to database performance. This tutorial will first survey the computer architecture and database literature on understanding and evaluating database application performance on modern hardware. We will present approaches and methodologies used to produce time breakdowns when executing database workloads on modern processors. We will contrast traditional methods that use system simulation to the more realistic, yet challenging use of hardware event counters. Then, we will survey techniques proposed in the literature to alleviate the problem and their evaluation. We will emphasize the importance and explain the challenges when determining the optimal data placement on all levels of memory hierarchy, and contrast to other approaches such as prefetching data and instructions. Finally, we will discuss open problems and future directions: Is it only the memory subsystem database software architects should worry about? How important are other decisions processors make to database workload behavior? Given the emerging multi-threaded, multi-processor computers with modular, deep cache hierarchies, how feasible is it to create database systems that will adapt to their environment and will automatically take full advantage of the underlying hierarchy?"	#*Database Architecture for New Hardware. #@Anastassia Ailamaki #t2004 #cVLDB #index53e9acb5b7602d970368f878 #%53e9b6f3b7602d9704286156
"#*REHIST: relative error histogram construction algorithms #@Sudipto Guha, Kyuseok Shim, Jungchul Woo #t2004 #cVLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30 #index53909f8c20f70186a0e401a7 #%539087d420f70186a0d5df3e #%539087f320f70186a0d6f86b #%539087f320f70186a0d6f965 #%539087fe20f70186a0d75e4b #%5390881220f70186a0d7e2ad #%5390881220f70186a0d7f476 #%5390881820f70186a0d816d7 #%5390882420f70186a0d890a1 #%5390882d20f70186a0d8daca #%5390882d20f70186a0d8e410 #%53908a7420f70186a0da453e #%53908a9620f70186a0da4b98 #%53908aac20f70186a0da7930 #%53908dff20f70186a0dd3efe #%5390962020f70186a0df4148 #%539087e720f70186a0d69673 #!Histograms and Wavelet synopses provide useful tools in query optimization and approximate query answering. Traditional histogram construction algorithms, such as V-Optimal, optimize absolute error measures for which the error in estimating a true value of 10 by 20 has the same effect of estimating a true value of 1000 by 1010. However, several researchers have recently pointed out the drawbacks of such schemes and proposed wavelet based schemes to minimize relative error measures. None of these schemes provide satisfactory guarantees - and we provide evidence that the difficulty may lie in the choice of wavelets as the representation scheme. In this paper, we consider histogram construction for the known relative error measures. We develop optimal as well as fast approximation algorithms. We provide a comprehensive theoretical analysis and demonstrate the effectiveness of these algorithms in providing significantly more accurate answers through synthetic and real life data sets."	#*REHIST: Relative Error Histogram Construction Algorithms. #@Sudipto Guha, Kyuseok Shim, Jungchul Woo #t2004 #cVLDB #index53e9abe5b7602d97035a2675 #%53e9b6f3b7602d9704286156 #%53e99fbcb7602d9702891fde #%53e99a2bb7602d9702285a62 #%53e9a86fb7602d97031bc0b4 #%53e9b2c6b7602d9703d6f1b0 #%53e9b179b7602d9703c00991 #%53e9ae17b7602d970382881d #%53e99af7b7602d9702384dad #%53e9bc61b7602d97048d83f9 #%53e9a130b7602d9702a1f173 #%53e99832b7602d9702056a67
"#*High-dimensional OLAP: a minimal cubing approach #@Xiaolei Li, Jiawei Han, Hector Gonzalez #t2004 #cVLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30 #index53909f8c20f70186a0e401ba #%53909f6920f70186a0e3a9a4 #%53909f8c20f70186a0e3fe4b #%539087d920f70186a0d5ff83 #%539087dd20f70186a0d634a2 #%539087dd20f70186a0d64492 #%539087dd20f70186a0d644a5 #%539087e120f70186a0d665f7 #%539087e720f70186a0d6966b #%539087f320f70186a0d6f879 #%539087f820f70186a0d711fd #%539087fe20f70186a0d73a0c #%5390881220f70186a0d7e2e2 #%5390882820f70186a0d8b3e0 #%5390882d20f70186a0d8dac9 #%539089ab20f70186a0d94fba #%53908a5720f70186a0da0124 #%53908a9620f70186a0da47ef #%53908a9620f70186a0da4bb0 #%53908a9620f70186a0da4e45 #%53908d6520f70186a0dd19fa #!Data cube has been playing an essential role in fast OLAP (online analytical processing) in many multi-dimensional data warehouses. However, there exist data sets in applications like bioinformatics, statistics, and text processing that are characterized by high dimensionality, e.g., over 100 dimensions, and moderate size, e.g., around 106 tuples. No feasible data cube can be constructed with such data sets. In this paper we will address the problem of developing an efficient algorithm to perform OLAP on such data sets. Experience tells us that although data analysis tasks may involve a high dimensional space, most OLAP operations are performed only on a small number of dimensions at a time. Based on this observation, we propose a novel method that computes a thin layer of the data cube together with associated value-list indices. This layer, while being manageable in size, will be capable of supporting flexible and fast OLAP operations in the original high dimensional space. Through experiments we will show that the method has I/O costs that scale nicely with dimensionality. Furthermore, the costs are comparable to that of accessing an existing data cube when full materialization is possible."	#*High-Dimensional OLAP: A Minimal Cubing Approach. #@Xiaolei Li, Jiawei Han, Hector Gonzalez #t2004 #cVLDB #index53e9a0eeb7602d97029d75d6 #%53e9b6f3b7602d9704286156 #%53e9bb72b7602d97047b70c0 #%53e9ba0bb7602d970460b494 #%53e9a51db7602d9702e3e678 #%53e9a13fb7602d9702a2cf10 #%53e9b403b7602d9703ef650b #%53e99845b7602d9702073c2e #%53e9ae17b7602d9703825532 #%53e9bb1cb7602d9704757584 #%53e9aedeb7602d970390bad3 #%53e9b102b7602d9703b803ea #%53e9b5ceb7602d9704116fc0 #%53e9be50b7602d9704b0d16a #%53e998cdb7602d9702105a86
